two_year_recid,age,sex,priors_count,juv_fel_count,juv_misd_count,c_charge_degree,c_charge_desc,race
no,26.0,Female,2,0.0,0.0,F,arrest case no charge,African-American
no,41.0,Female,0,0.0,0.0,F,Aggravated Battery,Caucasian
yes,26.0,Male,9,0.0,0.0,F,Battery on Law Enforc Officer,Hispanic
no,40.0,Male,9,1.0,0.0,F,arrest case no charge,Caucasian
no,29.0,Male,8,0.0,0.0,M,Susp Drivers Lic 1st Offense,Caucasian
yes,21.0,Male,7,1.0,0.0,F,Fleeing Or Attmp Eluding A Leo,African-American
yes,22.0,Male,0,0.0,0.0,F,False Imprisonment,Other
no,33.0,Male,0,0.0,0.0,F,Possession of Hydromorphone,Caucasian
no,26.0,Male,7,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
yes,27.0,Female,0,0.0,0.0,M,Battery,African-American
no,35.0,Male,1,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,27.0,Male,3,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
yes,37.0,Male,3,0.0,0.0,M,Battery,Hispanic
no,31.0,Female,3,0.0,0.0,F,arrest case no charge,African-American
yes,36.0,Male,26,1.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,32.0,Female,0,0.0,0.0,M,Viol Injunct Domestic Violence,Other
no,50.0,Male,1,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Caucasian
no,52.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,24.0,Male,1,0.0,0.0,M,Battery,African-American
no,38.0,Male,0,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,54.0,Male,11,0.0,0.0,F,arrest case no charge,African-American
no,71.0,Male,13,0.0,0.0,F,Felony Driving While Lic Suspd,Caucasian
yes,27.0,Male,9,0.0,4.0,F,Poss Pyrrolidinovalerophenone W/I/D/S,African-American
no,39.0,Female,1,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,34.0,Male,1,0.0,0.0,M,Driving License Suspended,Other
yes,23.0,Male,0,0.0,0.0,M,Battery,Other
yes,46.0,Male,8,1.0,0.0,M,Battery,African-American
yes,36.0,Female,5,0.0,0.0,F,Battery on Law Enforc Officer,African-American
no,55.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,33.0,Male,1,0.0,0.0,F,arrest case no charge,Hispanic
yes,45.0,Male,0,0.0,0.0,M,,African-American
no,27.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,23.0,Male,2,0.0,0.0,F,Carrying Concealed Firearm,African-American
yes,20.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
no,31.0,Female,10,0.0,2.0,F,Uttering a Forged Instrument,African-American
no,24.0,Male,8,0.0,0.0,F,arrest case no charge,Caucasian
yes,37.0,Female,2,0.0,0.0,F,Tampering With Physical Evidence,Caucasian
yes,25.0,Male,0,0.0,0.0,M,Operating W/O Valid License,African-American
no,26.0,Male,0,0.0,0.0,F,Possession of Cannabis,Caucasian
no,29.0,Male,0,0.0,0.0,F,Driving While License Revoked,Hispanic
no,33.0,Male,3,0.0,0.0,M,Driving License Suspended,Hispanic
no,29.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,41.0,Male,4,0.0,0.0,M,Battery,African-American
yes,37.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),African-American
no,46.0,Male,2,0.0,0.0,F,Solicit To Deliver Cocaine,Caucasian
yes,56.0,Female,10,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,23.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,23.0,Female,1,0.0,0.0,F,Poss Pyrrolidinovalerophenone,African-American
yes,25.0,Male,0,0.0,0.0,F,Poss/Sell/Del Cocaine 1000FT Sch,African-American
yes,24.0,Male,1,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,35.0,Male,27,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,48.0,Male,10,0.0,0.0,F,Deliver Cocaine,African-American
yes,26.0,Male,1,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Hispanic
yes,24.0,Male,2,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
no,25.0,Male,8,0.0,1.0,F,arrest case no charge,African-American
yes,23.0,Male,0,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,43.0,Male,2,0.0,0.0,F,Poss Contr Subst W/o Prescript,Caucasian
no,53.0,Female,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,24.0,Male,1,0.0,0.0,F,Pos Methylenedioxymethcath W/I/D/S,African-American
no,25.0,Male,4,1.0,0.0,M,Battery,African-American
no,28.0,Male,0,0.0,0.0,F,Offn Against Intellectual Prop,African-American
no,21.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,31.0,Male,0,0.0,0.0,M,Battery,Other
yes,33.0,Male,3,0.0,0.0,F,"Poss Of 1,4-Butanediol",Caucasian
no,35.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
no,55.0,Male,3,0.0,0.0,M,Viol Injunction Protect Dom Vi,Caucasian
yes,50.0,Male,9,0.0,0.0,M,Battery,Hispanic
no,28.0,Male,0,0.0,0.0,M,Battery,African-American
yes,44.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,48.0,Female,2,0.0,0.0,F,Abuse Without Great Harm,Caucasian
yes,19.0,Male,3,2.0,1.0,F,Carrying Concealed Firearm,African-American
no,23.0,Male,2,0.0,0.0,M,Resist/Obstruct W/O Violence,Other
yes,24.0,Male,3,0.0,0.0,F,Poss F/Arm Delinq,African-American
no,50.0,Male,2,0.0,0.0,F,Possession of Cocaine,Caucasian
no,31.0,Male,0,0.0,0.0,M,Battery,African-American
yes,28.0,Female,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,42.0,Male,0,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
yes,21.0,Male,0,0.0,0.0,M,Aggravated Assault W/Dead Weap,African-American
no,29.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
no,48.0,Male,1,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Caucasian
yes,21.0,Male,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
yes,24.0,Male,0,0.0,0.0,M,Possess Drug Paraphernalia,Other
yes,31.0,Male,3,0.0,0.0,F,Tamper With Victim,Caucasian
no,23.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,27.0,Male,0,0.0,0.0,F,Driving While License Revoked,Caucasian
no,32.0,Male,0,0.0,0.0,M,Resist Officer w/Violence,Other
yes,75.0,Male,1,0.0,0.0,F,Poss/Sell/Deliver Clonazepam,Caucasian
yes,28.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
no,67.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,32.0,Female,11,0.0,0.0,F,Driving While License Revoked,African-American
no,44.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
yes,25.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,30.0,Female,15,0.0,0.0,M,Battery,African-American
no,28.0,Male,9,0.0,1.0,M,Driving License Suspended,Caucasian
yes,27.0,Male,0,0.0,0.0,F,arrest case no charge,African-American
no,36.0,Male,4,0.0,0.0,F,Possession of Cocaine,African-American
no,36.0,Male,8,0.0,0.0,M,arrest case no charge,Other
no,25.0,Female,0,0.0,0.0,M,Prostitution/Lewd Act Assignation,Caucasian
yes,31.0,Male,5,0.0,0.0,F,Driving While License Revoked,Caucasian
yes,30.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,33.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
no,38.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,26.0,Male,1,0.0,0.0,M,Driving License Suspended,African-American
yes,52.0,Male,5,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Hispanic
yes,22.0,Female,2,0.0,0.0,M,Grand Theft in the 3rd Degree,Caucasian
no,50.0,Male,0,0.0,0.0,F,Carrying Concealed Firearm,Caucasian
no,37.0,Male,4,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
yes,58.0,Male,1,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
yes,34.0,Male,3,0.0,0.0,M,Battery,Caucasian
yes,32.0,Male,1,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,Caucasian
yes,29.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,African-American
no,27.0,Male,0,0.0,0.0,M,Battery,African-American
no,39.0,Male,5,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
no,24.0,Male,0,0.0,0.0,F,Battery on Law Enforc Officer,African-American
no,38.0,Male,8,1.0,0.0,M,Disorderly Conduct,African-American
no,52.0,Male,7,0.0,0.0,F,Resist Officer w/Violence,Caucasian
yes,56.0,Male,3,0.0,0.0,M,Battery,African-American
yes,46.0,Male,7,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
yes,38.0,Male,5,0.0,0.0,F,Attempted Robbery  Weapon,Caucasian
no,47.0,Male,3,0.0,0.0,M,Petit Theft,Caucasian
no,32.0,Male,0,0.0,0.0,F,Burglary Dwelling Occupied,Caucasian
no,34.0,Male,27,0.0,1.0,M,Battery,African-American
no,42.0,Male,5,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
yes,35.0,Female,0,0.0,0.0,M,Battery on a Person Over 65,African-American
yes,20.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,32.0,Female,2,0.0,0.0,F,Possession of Cocaine,Caucasian
no,21.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
yes,24.0,Male,0,0.0,0.0,M,Driving Under The Influence,African-American
yes,24.0,Male,1,0.0,0.0,M,Prowling/Loitering,African-American
no,55.0,Male,2,0.0,0.0,F,Traffick Oxycodone     4g><14g,Hispanic
yes,26.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
no,52.0,Male,8,0.0,0.0,F,arrest case no charge,Caucasian
no,27.0,Male,1,0.0,0.0,M,Battery,African-American
no,27.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,56.0,Male,0,0.0,0.0,F,Retail Theft $300 1st Offense,Caucasian
yes,52.0,Male,16,0.0,0.0,F,Possession of Hydrocodone,Caucasian
yes,37.0,Male,3,0.0,0.0,F,Aiding Escape,African-American
no,45.0,Male,0,0.0,0.0,M,Interfere W/Traf Cont Dev RR,African-American
no,23.0,Male,1,0.0,0.0,M,Battery,African-American
yes,36.0,Female,3,0.0,0.0,F,arrest case no charge,Caucasian
no,29.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,21.0,Male,0,0.0,0.0,F,arrest case no charge,Hispanic
yes,20.0,Male,3,0.0,2.0,M,Battery,Other
no,69.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
no,27.0,Male,11,0.0,1.0,F,Felony Battery w/Prior Convict,African-American
yes,28.0,Male,11,1.0,0.0,F,Possession of Cocaine,African-American
no,38.0,Male,4,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
no,30.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Other
yes,19.0,Female,1,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,37.0,Female,1,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
yes,34.0,Male,0,0.0,0.0,M,Battery,African-American
yes,37.0,Male,7,0.0,0.0,F,Felony Petit Theft,Caucasian
no,21.0,Male,1,0.0,0.0,F,Purchase Cannabis,African-American
yes,21.0,Male,0,0.0,0.0,F,Robbery / No Weapon,African-American
no,38.0,Female,3,0.0,0.0,F,arrest case no charge,Caucasian
no,47.0,Male,1,0.0,0.0,M,Battery,African-American
no,56.0,Male,3,0.0,0.0,F,Battery on a Person Over 65,Caucasian
yes,27.0,Male,2,0.0,0.0,F,Tamper With Witness/Victim/CI,African-American
no,23.0,Male,0,0.0,0.0,M,Driving Under The Influence,African-American
no,57.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
no,25.0,Male,9,0.0,1.0,F,arrest case no charge,African-American
yes,23.0,Female,2,0.0,0.0,F,Battery on Law Enforc Officer,African-American
yes,32.0,Male,8,0.0,0.0,F,arrest case no charge,African-American
no,36.0,Female,2,0.0,0.0,M,Viol Prot Injunc Repeat Viol,African-American
no,41.0,Male,5,0.0,0.0,M,Driving License Suspended,African-American
no,31.0,Male,2,0.0,0.0,F,Aggravated Assault W/dead Weap,Hispanic
no,39.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
yes,21.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,43.0,Male,8,0.0,0.0,F,Attempted Robbery  No Weapon,Caucasian
no,31.0,Male,2,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
no,37.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,27.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,22.0,Male,2,0.0,0.0,F,Possession Of Alprazolam,African-American
no,59.0,Male,2,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
yes,33.0,Female,0,0.0,0.0,F,Possession of Cocaine,African-American
no,39.0,Male,21,0.0,0.0,F,Possession of Hydrocodone,Caucasian
no,43.0,Female,2,0.0,0.0,F,Possession of Cocaine,African-American
yes,25.0,Male,5,0.0,0.0,F,Resist Officer w/Violence,Caucasian
yes,36.0,Male,19,3.0,0.0,M,arrest case no charge,African-American
yes,23.0,Male,3,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,43.0,Female,3,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
yes,56.0,Male,9,0.0,0.0,M,Battery,Caucasian
yes,20.0,Female,1,0.0,0.0,F,Felony Petit Theft,African-American
yes,50.0,Male,2,0.0,0.0,M,Ride Tri-Rail Without Paying,African-American
yes,24.0,Male,2,0.0,0.0,M,arrest case no charge,Other
no,54.0,Female,1,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,20.0,Male,1,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,36.0,Male,3,0.0,0.0,M,Viol Injunct Domestic Violence,Other
yes,36.0,Female,3,0.0,0.0,F,Poss Pyrrolidinovalerophenone,African-American
no,56.0,Male,0,0.0,0.0,M,Tresspass in Structure or Conveyance,African-American
yes,25.0,Male,28,0.0,0.0,M,Assault,African-American
no,25.0,Male,2,1.0,0.0,F,Possession of Cocaine,African-American
yes,42.0,Female,1,0.0,0.0,F,Fail To Redeliv Hire/Leas Prop,Caucasian
yes,34.0,Male,9,0.0,2.0,M,Susp Drivers Lic 1st Offense,African-American
no,48.0,Male,4,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,34.0,Male,21,1.0,0.0,M,Battery,African-American
no,28.0,Male,0,0.0,0.0,F,Traffick Oxycodone     4g><14g,Caucasian
no,32.0,Male,1,0.0,0.0,F,Burglary Structure Unoccup,Caucasian
no,31.0,Female,2,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
yes,24.0,Female,4,0.0,0.0,F,Possession of Cocaine,African-American
yes,25.0,Female,0,0.0,0.0,F,Possession of Hydromorphone,Caucasian
no,32.0,Female,4,0.0,0.0,F,Resist Officer w/Violence,Caucasian
yes,37.0,Male,20,0.0,0.0,F,Driving While License Revoked,African-American
yes,24.0,Male,1,0.0,0.0,F,Battery on Law Enforc Officer,African-American
no,48.0,Male,0,0.0,0.0,M,Felony Battery (Dom Strang),African-American
yes,25.0,Male,9,1.0,2.0,F,arrest case no charge,African-American
no,35.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Male,1,0.0,0.0,F,Attempted Burg/Convey/Unocc,African-American
yes,21.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,27.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,22.0,Male,0,0.0,0.0,F,Att Burgl Unoccupied Dwel,African-American
no,28.0,Male,4,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,26.0,Male,0,0.0,0.0,M,Operating W/O Valid License,African-American
yes,23.0,Male,0,0.0,0.0,M,Felony Battery (Dom Strang),Other
no,34.0,Male,0,0.0,0.0,F,Possession of Oxycodone,Caucasian
no,22.0,Male,3,0.0,0.0,F,Agg Assault W/int Com Fel Dome,African-American
yes,30.0,Male,5,0.0,0.0,F,False Imprisonment,Other
no,44.0,Male,5,0.0,0.0,F,arrest case no charge,Caucasian
no,57.0,Male,1,0.0,0.0,F,Aggravated Assault w/Firearm,Caucasian
yes,22.0,Male,0,0.0,0.0,F,Criminal Mischief,African-American
no,34.0,Male,0,0.0,0.0,F,Possession of Cannabis,African-American
yes,24.0,Male,7,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
no,20.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,35.0,Male,2,0.0,0.0,F,Possession Of Heroin,Caucasian
yes,53.0,Male,1,0.0,0.0,M,Petit Theft,Hispanic
no,60.0,Male,13,0.0,0.0,F,Possession Of Heroin,African-American
no,22.0,Female,2,0.0,0.0,F,Agg Battery Grt/Bod/Harm,African-American
no,43.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,72.0,Male,7,0.0,0.0,F,Robbery Sudd Snatch No Weapon,Caucasian
yes,33.0,Male,3,0.0,0.0,F,Possession of Cocaine,African-American
yes,24.0,Male,1,0.0,0.0,F,Burglary Structure Unoccup,African-American
no,60.0,Male,0,0.0,0.0,F,Att Burgl Struc/Conv Dwel/Occp,African-American
yes,24.0,Male,3,0.0,0.0,F,Aggravated Battery / Pregnant,Caucasian
no,43.0,Male,2,0.0,0.0,M,Driving License Suspended,Other
no,30.0,Male,1,0.0,0.0,M,Battery,African-American
no,43.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,48.0,Male,1,0.0,0.0,M,Battery,Hispanic
no,54.0,Male,0,0.0,0.0,M,Battery,Other
no,45.0,Male,1,0.0,0.0,M,Battery,African-American
no,36.0,Male,0,0.0,0.0,F,Driving While License Revoked,Other
no,31.0,Male,1,0.0,0.0,M,Driving Under The Influence,Caucasian
no,40.0,Male,0,0.0,0.0,M,Battery,African-American
no,50.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,26.0,Female,1,0.0,0.0,M,arrest case no charge,Other
no,41.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
yes,34.0,Male,5,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,28.0,Female,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,30.0,Male,1,0.0,0.0,F,Murder in 2nd Degree,African-American
yes,23.0,Male,2,0.0,0.0,F,Neglect Child / No Bodily Harm,Caucasian
yes,37.0,Female,0,0.0,0.0,M,Battery,Hispanic
no,35.0,Male,5,0.0,0.0,M,Reckless Driving,Hispanic
yes,21.0,Male,1,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
no,45.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,22.0,Female,2,0.0,1.0,M,Battery,African-American
yes,29.0,Male,6,0.0,0.0,F,Possession of Cocaine,African-American
no,30.0,Female,0,0.0,0.0,M,Battery,African-American
yes,45.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,24.0,Female,2,0.0,0.0,F,Forging Bank Bills/Promis Note,African-American
yes,31.0,Male,4,0.0,0.0,F,Felony Battery w/Prior Convict,Caucasian
no,56.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,44.0,Female,4,0.0,0.0,F,Battery on Law Enforc Officer,Hispanic
yes,24.0,Male,14,0.0,4.0,F,Grand Theft (Motor Vehicle),African-American
no,38.0,Male,11,0.0,0.0,F,Felony Batt(Great Bodily Harm),African-American
yes,51.0,Male,22,0.0,0.0,F,arrest case no charge,African-American
no,22.0,Male,0,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Caucasian
no,28.0,Male,5,0.0,0.0,M,arrest case no charge,African-American
yes,47.0,Male,19,0.0,0.0,F,Possession of Cocaine,African-American
yes,51.0,Male,0,0.0,0.0,M,Viol Injunct Domestic Violence,African-American
no,25.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,53.0,Male,1,0.0,0.0,F,Driving While License Revoked,Hispanic
no,30.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,33.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,35.0,Male,5,0.0,0.0,F,Aggrav Stalking After Injunctn,African-American
no,33.0,Female,0,0.0,0.0,F,Neglect Child / No Bodily Harm,African-American
no,65.0,Male,11,0.0,0.0,F,Possession of Cocaine,African-American
no,59.0,Male,1,0.0,0.0,M,Battery,Other
no,37.0,Female,4,0.0,0.0,M,arrest case no charge,African-American
no,33.0,Female,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,27.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,29.0,Female,9,0.0,0.0,F,Poss Anti-Shoplifting Device,African-American
yes,26.0,Male,11,0.0,0.0,F,Possession of Cocaine,Native American
yes,24.0,Male,3,0.0,0.0,F,Aggravated Assault W/Dead Weap,African-American
no,43.0,Male,5,0.0,0.0,F,Poss Wep Conv Felon,African-American
yes,37.0,Male,11,0.0,0.0,M,Battery,African-American
no,53.0,Male,13,0.0,0.0,F,Poss of Cocaine W/I/D/S 1000FT Park,African-American
no,43.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,4,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,30.0,Female,1,0.0,0.0,M,Petit Theft $100- $300,Caucasian
yes,27.0,Male,6,0.0,0.0,F,Fabricating Physical Evidence,African-American
yes,39.0,Male,9,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,37.0,Male,4,0.0,0.0,M,Aggravated Battery / Pregnant,Caucasian
yes,22.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,25.0,Male,0,0.0,0.0,F,Possession Of Heroin,Caucasian
no,26.0,Male,1,0.0,0.0,F,arrest case no charge,Hispanic
no,28.0,Female,0,0.0,0.0,M,DOC/Cause Public Danger,Caucasian
yes,25.0,Male,0,0.0,0.0,M,Battery,African-American
no,58.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,29.0,Female,1,0.0,0.0,M,Driving Under The Influence,Caucasian
no,33.0,Male,8,0.0,0.0,F,Aggravated Assault W/Dead Weap,African-American
no,38.0,Male,0,0.0,0.0,F,arrest case no charge,African-American
no,38.0,Male,2,0.0,0.0,F,Possession Of Heroin,Caucasian
yes,59.0,Male,22,0.0,0.0,F,Felony Petit Theft,African-American
yes,29.0,Male,4,0.0,0.0,M,Battery,Other
no,57.0,Male,9,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,53.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,33.0,Male,2,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,58.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,51.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,25.0,Male,11,0.0,0.0,F,Fleeing Or Attmp Eluding A Leo,African-American
no,53.0,Male,2,0.0,0.0,F,Fail Sex Offend Report Bylaw,Caucasian
yes,32.0,Male,0,0.0,0.0,M,Petit Theft,Caucasian
yes,35.0,Male,6,0.0,0.0,F,Uttering a Forged Instrument,African-American
no,39.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,36.0,Male,1,0.0,0.0,M,Extradition/Defendants,Hispanic
yes,42.0,Female,5,0.0,0.0,M,arrest case no charge,Caucasian
no,37.0,Male,0,0.0,0.0,M,Tresspass Struct/Conveyance,African-American
no,39.0,Male,0,0.0,0.0,F,Fleeing Or Attmp Eluding A Leo,Caucasian
no,52.0,Female,3,0.0,0.0,M,Driving Under The Influence,Caucasian
no,60.0,Male,1,0.0,0.0,M,Battery,Other
no,37.0,Male,2,0.0,0.0,M,Aggravated Battery / Pregnant,Hispanic
yes,42.0,Male,4,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
yes,44.0,Male,0,0.0,0.0,M,,Hispanic
yes,23.0,Male,6,0.0,0.0,F,Possession of Cocaine,African-American
yes,42.0,Female,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
no,28.0,Female,2,0.0,0.0,F,arrest case no charge,Caucasian
no,28.0,Male,5,0.0,0.0,F,Possession of Cocaine,African-American
no,38.0,Male,12,0.0,0.0,F,Grand Theft of the 2nd Degree,Caucasian
yes,43.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,42.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),African-American
no,25.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,32.0,Male,7,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,21.0,Male,0,0.0,0.0,F,Resist Officer w/Violence,African-American
no,35.0,Female,1,0.0,0.0,M,Battery,Caucasian
no,37.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
no,33.0,Female,2,0.0,0.0,F,Failure To Return Hired Vehicle,African-American
no,51.0,Female,4,0.0,0.0,F,arrest case no charge,Caucasian
no,39.0,Male,3,0.0,0.0,F,Possession of Hydromorphone,Caucasian
yes,35.0,Male,5,0.0,0.0,M,Viol Pretrial Release Dom Viol,Hispanic
no,40.0,Male,3,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,32.0,Male,17,0.0,0.0,F,Possession of Cocaine,African-American
yes,18.0,Male,4,5.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
yes,32.0,Male,3,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,37.0,Male,0,0.0,0.0,M,Battery,Other
yes,32.0,Male,10,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,47.0,Male,5,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
no,23.0,Female,0,0.0,0.0,M,Poss Of Controlled Substance,Caucasian
yes,63.0,Male,10,0.0,0.0,F,Corrupt Public Servant,Caucasian
yes,38.0,Male,16,0.0,1.0,F,Poss of Cocaine W/I/D/S 1000FT Park,African-American
